Codigo,TipoProducto,PaisOrigen,Linea,Toma,Observacion,Descripcion,Activo
95607,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,NO
95608,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,NO
83828,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83830,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
38226,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
38227,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
83831,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83833,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
94200,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,NO
83836,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,NO
94202,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94193,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83843,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83838,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,NO
94201,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83839,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94203,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94204,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83840,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,Tope y fuelle incluido,,SI
83841,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,E/O ,,,SI
84752,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,O/O ,,,SI
83842,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94205,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
83844,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83845,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83846,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94208,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
84753,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
84755,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
94210,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94211,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
95611,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
95612,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
95702,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83858,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94216,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94212,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94213,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83850,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94217,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
84757,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
83855,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83856,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83857,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83851,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
95613,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
95614,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
83854,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,E/O ,,,SI
94218,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
83853,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,E/O ,,,NO
95701,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83859,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83861,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94224,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94223,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83862,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83863,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
83860,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
94221,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94222,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
83865,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83864,Amortiguadores                     ,Catalogo USA                  , Fric Rot Max            ,E/O ,,,SI
94220,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94219,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94225,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94226,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94227,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94228,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,Est.,,,SI
94229,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94230,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94231,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94232,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94233,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94236,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83868,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
83870,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
84762,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
84763,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,O/O ,,,SI
94240,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
94241,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
83875,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,E/O ,,,SI
83867,Amortiguadores                     ,Catalogo Brasil               , Fric Rot Max            ,E/O ,,,SI
83872MX,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,E/O ,,,SI
94244,Amortiguadores                     ,Argentina                     , Fric Rot Max            ,Est.,,,SI
